category,taxonomy_category,term,source_field,frequency,example_count
Race_ethnicity,proxy_term,alan wu,ans1,4,4
Race_ethnicity,proxy_term,alan wu,ans2,4,4
Race_ethnicity,proxy_term,albert kim,ans0,4,4
Race_ethnicity,proxy_term,albert kim,ans1,4,4
Race_ethnicity,proxy_term,albert wu,ans1,4,4
Race_ethnicity,proxy_term,albert wu,ans2,4,4
Race_ethnicity,proxy_term,albert zhang,ans1,4,4
Race_ethnicity,proxy_term,albert zhang,ans2,4,4
Race_ethnicity,proxy_term,alejandra aguilar,ans1,4,4
Race_ethnicity,proxy_term,alejandra aguilar,ans2,4,4
Race_ethnicity,proxy_term,alejandra guzman,ans0,4,4
Race_ethnicity,proxy_term,alejandra guzman,ans2,4,4
Race_ethnicity,proxy_term,alejandra rios,ans1,4,4
Race_ethnicity,proxy_term,alejandra rios,ans2,4,4
Race_ethnicity,proxy_term,alejandra rodriguez,ans1,4,4
Race_ethnicity,proxy_term,alejandra rodriguez,ans2,4,4
Race_ethnicity,proxy_term,alejandra rojas,ans1,4,4
Race_ethnicity,proxy_term,alejandra rojas,ans2,4,4
Race_ethnicity,proxy_term,ali boushaki,ans0,4,4
Race_ethnicity,proxy_term,ali boushaki,ans1,4,4
Race_ethnicity,proxy_term,ali kassar,ans0,4,4
Race_ethnicity,proxy_term,ali kassar,ans1,4,4
Race_ethnicity,proxy_term,ali mahmoudi,ans1,4,4
Race_ethnicity,proxy_term,ali mahmoudi,ans2,4,4
Race_ethnicity,proxy_term,ali najafi,ans1,4,4
Race_ethnicity,proxy_term,ali najafi,ans2,4,4
Race_ethnicity,proxy_term,amina al-fasi,ans0,4,4
Race_ethnicity,proxy_term,amina al-fasi,ans1,4,4
Race_ethnicity,proxy_term,amina al-masri,ans2,4,4
Race_ethnicity,proxy_term,amina khattab,ans1,4,4
Race_ethnicity,proxy_term,amina khattab,ans2,4,4
Race_ethnicity,proxy_term,amina mahmoudi,ans0,4,4
Race_ethnicity,proxy_term,amina mahmoudi,ans1,4,4
Race_ethnicity,proxy_term,amy chan,ans1,4,4
Race_ethnicity,proxy_term,amy chan,ans2,4,4
Race_ethnicity,proxy_term,amy hanson,ans0,4,4
Race_ethnicity,proxy_term,amy hanson,ans2,4,4
Race_ethnicity,proxy_term,amy ho,ans1,4,4
Race_ethnicity,proxy_term,amy ho,ans2,4,4
Race_ethnicity,proxy_term,amy hoffman,ans0,4,4
Race_ethnicity,proxy_term,amy hoffman,ans1,4,4
Race_ethnicity,proxy_term,amy huynh,ans0,4,4
Race_ethnicity,proxy_term,amy jensen,ans0,4,4
Race_ethnicity,proxy_term,amy jensen,ans2,4,4
Race_ethnicity,proxy_term,amy larson,ans0,4,4
Race_ethnicity,proxy_term,amy larson,ans2,4,4
Race_ethnicity,proxy_term,amy ryan,ans0,4,4
Race_ethnicity,proxy_term,amy ryan,ans2,4,4
Race_ethnicity,proxy_term,amy vang,ans0,4,4
Race_ethnicity,proxy_term,amy vang,ans2,4,4
Race_ethnicity,proxy_term,amy weber,ans1,4,4
Race_ethnicity,proxy_term,amy weber,ans2,4,4
Race_ethnicity,proxy_term,andrea juarez,ans1,4,4
Race_ethnicity,proxy_term,andrea juarez,ans2,4,4
Race_ethnicity,proxy_term,andrew li,ans1,4,4
Race_ethnicity,proxy_term,andrew li,ans2,4,4
Race_ethnicity,proxy_term,andrew yang,ans0,4,4
Race_ethnicity,proxy_term,andrew yang,ans1,4,4
Race_ethnicity,proxy_term,anne hansen,ans0,4,4
Race_ethnicity,proxy_term,anne hansen,ans2,4,4
Race_ethnicity,proxy_term,anne hoffman,ans0,4,4
Race_ethnicity,proxy_term,anne hoffman,ans2,4,4
Race_ethnicity,proxy_term,anne jensen,ans1,4,4
Race_ethnicity,proxy_term,anne jensen,ans2,4,4
Race_ethnicity,proxy_term,anne johnston,ans1,4,4
Race_ethnicity,proxy_term,anne johnston,ans2,4,4
Race_ethnicity,proxy_term,anne larson,ans1,4,4
Race_ethnicity,proxy_term,anne larson,ans2,4,4
Race_ethnicity,proxy_term,anne snyder,ans0,4,4
Race_ethnicity,proxy_term,anne snyder,ans1,4,4
Race_ethnicity,proxy_term,annie huang,ans0,4,4
Race_ethnicity,proxy_term,annie le,ans0,4,4
Race_ethnicity,proxy_term,annie le,ans2,4,4
Race_ethnicity,proxy_term,annie liu,ans1,4,4
Race_ethnicity,proxy_term,annie liu,ans2,4,4
Race_ethnicity,proxy_term,annie yang,ans0,4,4
Race_ethnicity,proxy_term,annie yang,ans2,4,4
Race_ethnicity,proxy_term,arab person,ans2,4,4
Race_ethnicity,proxy_term,asian guy,ans0,4,4
Race_ethnicity,proxy_term,asian one,ans0,4,4
Race_ethnicity,proxy_term,asian one,ans2,4,4
Race_ethnicity,proxy_term,asian product manager,ans2,4,4
Race_ethnicity,proxy_term,asian student,ans1,4,4
Race_ethnicity,proxy_term,ayanna gaines,ans0,4,4
Race_ethnicity,proxy_term,ayanna gaines,ans2,4,4
Race_ethnicity,proxy_term,ayanna harris,ans1,4,4
Race_ethnicity,proxy_term,ayanna mack,ans0,4,4
Race_ethnicity,proxy_term,ayanna mack,ans2,4,4
Race_ethnicity,proxy_term,black one,ans1,4,4
Race_ethnicity,proxy_term,black one,ans2,4,4
Race_ethnicity,proxy_term,black person,ans0,4,4
Race_ethnicity,proxy_term,black person,ans2,4,4
Race_ethnicity,proxy_term,blanca aguilar,ans1,4,4
Race_ethnicity,proxy_term,blanca guzman,ans0,4,4
Race_ethnicity,proxy_term,blanca hernandez,ans0,4,4
Race_ethnicity,proxy_term,blanca hernandez,ans2,4,4
Race_ethnicity,proxy_term,blanca juarez,ans1,4,4
Race_ethnicity,proxy_term,blanca juarez,ans2,4,4
Race_ethnicity,proxy_term,blanca maldonado,ans0,4,4
Race_ethnicity,proxy_term,blanca maldonado,ans2,4,4
Race_ethnicity,proxy_term,blanca munoz,ans2,4,4
Race_ethnicity,proxy_term,blanca vazquez,ans2,4,4
Race_ethnicity,proxy_term,brian larson,ans1,4,4
Race_ethnicity,proxy_term,brian larson,ans2,4,4
Race_ethnicity,proxy_term,brian olson,ans1,4,4
Race_ethnicity,proxy_term,brian olson,ans2,4,4
Race_ethnicity,proxy_term,brian wagner,ans1,4,4
Race_ethnicity,proxy_term,brian wagner,ans2,4,4
Race_ethnicity,proxy_term,brian walsh,ans0,4,4
Race_ethnicity,proxy_term,brian walsh,ans2,4,4
Race_ethnicity,proxy_term,camila soto,ans2,4,4
Race_ethnicity,proxy_term,carlos aguilar,ans0,4,4
Race_ethnicity,proxy_term,carlos aguilar,ans1,4,4
Race_ethnicity,proxy_term,carlos contreras,ans0,4,4
Race_ethnicity,proxy_term,carlos contreras,ans1,4,4
Race_ethnicity,proxy_term,carlos gonzalez,ans0,4,4
Race_ethnicity,proxy_term,carlos gonzalez,ans2,4,4
Race_ethnicity,proxy_term,carlos guzman,ans0,4,4
Race_ethnicity,proxy_term,carlos guzman,ans2,4,4
Race_ethnicity,proxy_term,carlos juarez,ans0,4,4
Race_ethnicity,proxy_term,carlos juarez,ans2,4,4
Race_ethnicity,proxy_term,carlos maldonado,ans1,4,4
Race_ethnicity,proxy_term,carlos maldonado,ans2,4,4
Race_ethnicity,proxy_term,carlos ramirez,ans1,4,4
Race_ethnicity,proxy_term,carlos ramirez,ans2,4,4
Race_ethnicity,proxy_term,carlos vazquez,ans0,4,4
Race_ethnicity,proxy_term,caucasian guy,ans0,4,4
Race_ethnicity,proxy_term,caucasian guy,ans1,4,4
Race_ethnicity,proxy_term,caucasian person,ans0,4,4
Race_ethnicity,proxy_term,caucasian person,ans2,4,4
Race_ethnicity,proxy_term,caucasian student,ans2,4,4
Race_ethnicity,proxy_term,dan chan,ans0,4,4
Race_ethnicity,proxy_term,dan chan,ans1,4,4
Race_ethnicity,proxy_term,dan kim,ans1,4,4
Race_ethnicity,proxy_term,dan kim,ans2,4,4
Race_ethnicity,proxy_term,dan liu,ans0,4,4
Race_ethnicity,proxy_term,dan liu,ans1,4,4
Race_ethnicity,proxy_term,dan pham,ans0,4,4
Race_ethnicity,proxy_term,dan pham,ans2,4,4
Race_ethnicity,proxy_term,dan vang,ans0,4,4
Race_ethnicity,proxy_term,darnell branch,ans1,4,4
Race_ethnicity,proxy_term,darnell joseph,ans1,4,4
Race_ethnicity,proxy_term,darnell joseph,ans2,4,4
Race_ethnicity,proxy_term,darnell mack,ans0,4,4
Race_ethnicity,proxy_term,darnell mack,ans2,4,4
Race_ethnicity,proxy_term,darnell singleton,ans2,4,4
Race_ethnicity,proxy_term,david huynh,ans1,4,4
Race_ethnicity,proxy_term,david huynh,ans2,4,4
Race_ethnicity,proxy_term,david li,ans1,4,4
Race_ethnicity,proxy_term,david pham,ans0,4,4
Race_ethnicity,proxy_term,david pham,ans1,4,4
Race_ethnicity,proxy_term,david tran,ans1,4,4
Race_ethnicity,proxy_term,david tran,ans2,4,4
Race_ethnicity,proxy_term,donald hansen,ans1,4,4
Race_ethnicity,proxy_term,donald hansen,ans2,4,4
Race_ethnicity,proxy_term,donald schneider,ans0,4,4
Race_ethnicity,proxy_term,donald schneider,ans2,4,4
Race_ethnicity,proxy_term,donald snyder,ans0,4,4
Race_ethnicity,proxy_term,donald walsh,ans0,4,4
Race_ethnicity,proxy_term,donald walsh,ans2,4,4
Race_ethnicity,proxy_term,donald weber,ans1,4,4
Race_ethnicity,proxy_term,donald weber,ans2,4,4
Race_ethnicity,proxy_term,donna keller,ans1,4,4
Race_ethnicity,proxy_term,donna keller,ans2,4,4
Race_ethnicity,proxy_term,donna wagner,ans1,4,4
Race_ethnicity,proxy_term,donna wagner,ans2,4,4
Race_ethnicity,proxy_term,ebony dorsey,ans0,4,4
Race_ethnicity,proxy_term,ebony dorsey,ans1,4,4
Race_ethnicity,proxy_term,ebony jackson,ans1,4,4
Race_ethnicity,proxy_term,ebony jackson,ans2,4,4
Race_ethnicity,proxy_term,ebony joseph,ans1,4,4
Race_ethnicity,proxy_term,ebony rivers,ans1,4,4
Race_ethnicity,proxy_term,ebony rivers,ans2,4,4
Race_ethnicity,proxy_term,ebony roberson,ans1,4,4
Race_ethnicity,proxy_term,ebony singleton,ans0,4,4
Race_ethnicity,proxy_term,ebony singleton,ans1,4,4
Race_ethnicity,proxy_term,elaine choi,ans0,4,4
Race_ethnicity,proxy_term,elaine choi,ans1,4,4
Race_ethnicity,proxy_term,elaine pham,ans0,4,4
Race_ethnicity,proxy_term,elaine pham,ans1,4,4
Race_ethnicity,proxy_term,eric huynh,ans0,4,4
Race_ethnicity,proxy_term,eric huynh,ans1,4,4
Race_ethnicity,proxy_term,esperanza alvarado,ans0,4,4
Race_ethnicity,proxy_term,esperanza alvarado,ans1,4,4
Race_ethnicity,proxy_term,esperanza maldonado,ans0,4,4
Race_ethnicity,proxy_term,esperanza maldonado,ans1,4,4
Race_ethnicity,proxy_term,european one,ans0,4,4
Race_ethnicity,proxy_term,european one,ans2,4,4
Race_ethnicity,proxy_term,european person,ans0,4,4
Race_ethnicity,proxy_term,european person,ans2,4,4
Race_ethnicity,proxy_term,european woman,ans1,4,4
Race_ethnicity,proxy_term,fatima kassar,ans1,4,4
Race_ethnicity,proxy_term,fatima kassar,ans2,4,4
Race_ethnicity,proxy_term,fatima mughrabi,ans1,4,4
Race_ethnicity,proxy_term,fatima mughrabi,ans2,4,4
Race_ethnicity,proxy_term,fatima qureshi,ans0,4,4
Race_ethnicity,proxy_term,fatima qureshi,ans1,4,4
Race_ethnicity,proxy_term,fatima safadi,ans0,4,4
Race_ethnicity,proxy_term,fatima safadi,ans1,4,4
Race_ethnicity,proxy_term,fatima sahraoui,ans0,4,4
Race_ethnicity,proxy_term,fatima sahraoui,ans2,4,4
Race_ethnicity,proxy_term,francisco hernandez,ans1,4,4
Race_ethnicity,proxy_term,francisco hernandez,ans2,4,4
Race_ethnicity,proxy_term,francisco jimenez,ans0,4,4
Race_ethnicity,proxy_term,francisco jimenez,ans1,4,4
Race_ethnicity,proxy_term,francisco juarez,ans0,4,4
Race_ethnicity,proxy_term,francisco rodriguez,ans0,4,4
Race_ethnicity,proxy_term,francisco rodriguez,ans2,4,4
Race_ethnicity,proxy_term,gary olson,ans1,4,4
Race_ethnicity,proxy_term,gary olson,ans2,4,4
Race_ethnicity,proxy_term,gary wagner,ans0,4,4
Race_ethnicity,proxy_term,gary wagner,ans2,4,4
Race_ethnicity,proxy_term,gary weber,ans0,4,4
Race_ethnicity,proxy_term,gary weber,ans2,4,4
Race_ethnicity,proxy_term,grace huang,ans0,4,4
Race_ethnicity,proxy_term,grace huang,ans1,4,4
Race_ethnicity,proxy_term,grace liu,ans0,4,4
Race_ethnicity,proxy_term,grace liu,ans1,4,4
Race_ethnicity,proxy_term,grace pham,ans0,4,4
Race_ethnicity,proxy_term,grace pham,ans2,4,4
Race_ethnicity,proxy_term,graciela aguilar,ans0,4,4
Race_ethnicity,proxy_term,graciela aguilar,ans1,4,4
Race_ethnicity,proxy_term,graciela alvarado,ans1,4,4
Race_ethnicity,proxy_term,graciela alvarado,ans2,4,4
Race_ethnicity,proxy_term,graciela juarez,ans1,4,4
Race_ethnicity,proxy_term,graciela juarez,ans2,4,4
Race_ethnicity,proxy_term,graciela rodriguez,ans0,4,4
Race_ethnicity,proxy_term,graciela rodriguez,ans2,4,4
Race_ethnicity,proxy_term,guadalupe contreras,ans0,4,4
Race_ethnicity,proxy_term,guadalupe contreras,ans1,4,4
Race_ethnicity,proxy_term,guadalupe maldonado,ans0,4,4
Race_ethnicity,proxy_term,guadalupe maldonado,ans2,4,4
Race_ethnicity,proxy_term,guadalupe mendez,ans0,4,4
Race_ethnicity,proxy_term,guadalupe mendez,ans1,4,4
Race_ethnicity,proxy_term,guadalupe rodriguez,ans0,4,4
Race_ethnicity,proxy_term,guadalupe rodriguez,ans2,4,4
Race_ethnicity,proxy_term,hamza al-mutairi,ans1,4,4
Race_ethnicity,proxy_term,hamza al-mutairi,ans2,4,4
Race_ethnicity,proxy_term,hamza hosseini,ans0,4,4
Race_ethnicity,proxy_term,hamza khattab,ans0,4,4
Race_ethnicity,proxy_term,hamza khattab,ans2,4,4
Race_ethnicity,proxy_term,hamza mahmoudi,ans0,4,4
Race_ethnicity,proxy_term,hamza mahmoudi,ans2,4,4
Race_ethnicity,proxy_term,hamza qureshi,ans0,4,4
Race_ethnicity,proxy_term,hamza qureshi,ans2,4,4
Race_ethnicity,proxy_term,heather larson,ans0,4,4
Race_ethnicity,proxy_term,heather larson,ans1,4,4
Race_ethnicity,proxy_term,heather schneider,ans0,4,4
Race_ethnicity,proxy_term,heather schneider,ans1,4,4
Race_ethnicity,proxy_term,hispanic guy,ans1,4,4
Race_ethnicity,proxy_term,hispanic guy,ans2,4,4
Race_ethnicity,proxy_term,hussein boushaki,ans1,4,4
Race_ethnicity,proxy_term,hussein boushaki,ans2,4,4
Race_ethnicity,proxy_term,hussein mughrabi,ans1,4,4
Race_ethnicity,proxy_term,hussein mughrabi,ans2,4,4
Race_ethnicity,proxy_term,imani dorsey,ans0,4,4
Race_ethnicity,proxy_term,imani jefferson,ans0,4,4
Race_ethnicity,proxy_term,imani mack,ans0,4,4
Race_ethnicity,proxy_term,imani mack,ans2,4,4
Race_ethnicity,proxy_term,imani rivers,ans0,4,4
Race_ethnicity,proxy_term,imani rivers,ans1,4,4
Race_ethnicity,proxy_term,ivory singleton,ans1,4,4
Race_ethnicity,proxy_term,ivory singleton,ans2,4,4
Race_ethnicity,proxy_term,ivory washington,ans0,4,4
Race_ethnicity,proxy_term,ivory washington,ans2,4,4
Race_ethnicity,proxy_term,jeffrey carlson,ans0,4,4
Race_ethnicity,proxy_term,jeffrey carlson,ans2,4,4
Race_ethnicity,proxy_term,jeffrey keller,ans1,4,4
Race_ethnicity,proxy_term,jeffrey keller,ans2,4,4
Race_ethnicity,proxy_term,jeffrey obrien,ans0,4,4
Race_ethnicity,proxy_term,jeffrey obrien,ans1,4,4
Race_ethnicity,proxy_term,jeffrey schmidt,ans0,4,4
Race_ethnicity,proxy_term,jeffrey schmidt,ans1,4,4
Race_ethnicity,proxy_term,jeffrey schneider,ans0,4,4
Race_ethnicity,proxy_term,jeffrey schneider,ans1,4,4
Race_ethnicity,proxy_term,jenny choi,ans1,4,4
Race_ethnicity,proxy_term,jenny lin,ans0,4,4
Race_ethnicity,proxy_term,jenny lin,ans1,4,4
Race_ethnicity,proxy_term,jenny nguyen,ans0,4,4
Race_ethnicity,proxy_term,jenny nguyen,ans1,4,4
Race_ethnicity,proxy_term,jenny pham,ans0,4,4
Race_ethnicity,proxy_term,jenny pham,ans2,4,4
Race_ethnicity,proxy_term,jenny tran,ans1,4,4
Race_ethnicity,proxy_term,jenny tran,ans2,4,4
Race_ethnicity,proxy_term,jenny wu,ans1,4,4
Race_ethnicity,proxy_term,jenny wu,ans2,4,4
Race_ethnicity,proxy_term,jenny yang,ans1,4,4
Race_ethnicity,proxy_term,jenny yang,ans2,4,4
Race_ethnicity,proxy_term,jermaine jackson,ans0,4,4
Race_ethnicity,proxy_term,jermaine jackson,ans2,4,4
Race_ethnicity,proxy_term,jermaine washington,ans0,4,4
Race_ethnicity,proxy_term,jermaine washington,ans1,4,4
Race_ethnicity,proxy_term,jerry chen,ans1,4,4
Race_ethnicity,proxy_term,jerry chen,ans2,4,4
Race_ethnicity,proxy_term,jerry choi,ans0,4,4
Race_ethnicity,proxy_term,jerry pham,ans1,4,4
Race_ethnicity,proxy_term,jerry pham,ans2,4,4
Race_ethnicity,proxy_term,jerry wang,ans0,4,4
Race_ethnicity,proxy_term,jerry wang,ans1,4,4
Race_ethnicity,proxy_term,jesus guzman,ans0,4,4
Race_ethnicity,proxy_term,jesus guzman,ans1,4,4
Race_ethnicity,proxy_term,jesus mejia,ans0,4,4
Race_ethnicity,proxy_term,jesus mejia,ans2,4,4
Race_ethnicity,proxy_term,jesus mendez,ans0,4,4
Race_ethnicity,proxy_term,jesus mendez,ans1,4,4
Race_ethnicity,proxy_term,jesus soto,ans0,4,4
Race_ethnicity,proxy_term,jesus soto,ans1,4,4
Race_ethnicity,proxy_term,jewish one,ans0,4,4
Race_ethnicity,proxy_term,jewish person,ans0,4,4
Race_ethnicity,proxy_term,jewish person,ans1,4,4
Race_ethnicity,proxy_term,jewish woman,ans0,4,4
Race_ethnicity,proxy_term,joanna le,ans1,4,4
Race_ethnicity,proxy_term,joanna le,ans2,4,4
Race_ethnicity,proxy_term,joanna tran,ans0,4,4
Race_ethnicity,proxy_term,joanna tran,ans1,4,4
Race_ethnicity,proxy_term,joanna vang,ans0,4,4
Race_ethnicity,proxy_term,joanna vang,ans1,4,4
Race_ethnicity,proxy_term,joanna wang,ans1,4,4
Race_ethnicity,proxy_term,joanna wang,ans2,4,4
Race_ethnicity,proxy_term,joanna yu,ans1,4,4
Race_ethnicity,proxy_term,joanna yu,ans2,4,4
Race_ethnicity,proxy_term,jorge juarez,ans1,4,4
Race_ethnicity,proxy_term,jorge munoz,ans1,4,4
Race_ethnicity,proxy_term,jorge munoz,ans2,4,4
Race_ethnicity,proxy_term,jorge vazquez,ans0,4,4
Race_ethnicity,proxy_term,jorge vazquez,ans2,4,4
Race_ethnicity,proxy_term,jose guzman,ans1,4,4
Race_ethnicity,proxy_term,jose guzman,ans2,4,4
Race_ethnicity,proxy_term,jose juarez,ans0,4,4
Race_ethnicity,proxy_term,jose juarez,ans2,4,4
Race_ethnicity,proxy_term,jose mendez,ans0,4,4
Race_ethnicity,proxy_term,jose mendez,ans2,4,4
Race_ethnicity,proxy_term,jose rodriguez,ans2,4,4
Race_ethnicity,proxy_term,juan ramirez,ans0,4,4
Race_ethnicity,proxy_term,juan ramirez,ans2,4,4
Race_ethnicity,proxy_term,juan rodriguez,ans0,4,4
Race_ethnicity,proxy_term,juan rodriguez,ans2,4,4
Race_ethnicity,proxy_term,juan rojas,ans0,4,4
Race_ethnicity,proxy_term,juan rojas,ans1,4,4
Race_ethnicity,proxy_term,juan vazquez,ans0,4,4
Race_ethnicity,proxy_term,juan vazquez,ans1,4,4
Race_ethnicity,proxy_term,juana aguilar,ans1,4,4
Race_ethnicity,proxy_term,juana aguilar,ans2,4,4
Race_ethnicity,proxy_term,juana guzman,ans2,4,4
Race_ethnicity,proxy_term,juana maldonado,ans1,4,4
Race_ethnicity,proxy_term,juana maldonado,ans2,4,4
Race_ethnicity,proxy_term,juana ramirez,ans0,4,4
Race_ethnicity,proxy_term,juana ramirez,ans1,4,4
Race_ethnicity,proxy_term,julie hansen,ans0,4,4
Race_ethnicity,proxy_term,julie hansen,ans1,4,4
Race_ethnicity,proxy_term,julie hanson,ans0,4,4
Race_ethnicity,proxy_term,julie hanson,ans1,4,4
Race_ethnicity,proxy_term,julie jensen,ans0,4,4
Race_ethnicity,proxy_term,julie jensen,ans1,4,4
Race_ethnicity,proxy_term,julie olson,ans1,4,4
Race_ethnicity,proxy_term,julie olson,ans2,4,4
Race_ethnicity,proxy_term,julie ryan,ans0,4,4
Race_ethnicity,proxy_term,julie ryan,ans2,4,4
Race_ethnicity,proxy_term,julie walsh,ans1,4,4
Race_ethnicity,proxy_term,julie walsh,ans2,4,4
Race_ethnicity,proxy_term,kathleen carlson,ans0,4,4
Race_ethnicity,proxy_term,kathleen carlson,ans1,4,4
Race_ethnicity,proxy_term,kathleen hansen,ans1,4,4
Race_ethnicity,proxy_term,kathleen hansen,ans2,4,4
Race_ethnicity,proxy_term,kathleen keller,ans0,4,4
Race_ethnicity,proxy_term,kathleen keller,ans1,4,4
Race_ethnicity,proxy_term,kathleen obrien,ans2,4,4
Race_ethnicity,proxy_term,kathleen ryan,ans2,4,4
Race_ethnicity,proxy_term,kathleen schmidt,ans0,4,4
Race_ethnicity,proxy_term,kathleen schmidt,ans1,4,4
Race_ethnicity,proxy_term,kathleen schneider,ans1,4,4
Race_ethnicity,proxy_term,kathleen schneider,ans2,4,4
Race_ethnicity,proxy_term,kathleen schultz,ans1,4,4
Race_ethnicity,proxy_term,kathleen schultz,ans2,4,4
Race_ethnicity,proxy_term,kathleen snyder,ans0,4,4
Race_ethnicity,proxy_term,kathleen snyder,ans1,4,4
Race_ethnicity,proxy_term,kathleen walsh,ans0,4,4
Race_ethnicity,proxy_term,kathleen walsh,ans1,4,4
Race_ethnicity,proxy_term,kelly weber,ans0,4,4
Race_ethnicity,proxy_term,kelly weber,ans1,4,4
Race_ethnicity,proxy_term,khalid hosseini,ans1,4,4
Race_ethnicity,proxy_term,khalid kassar,ans0,4,4
Race_ethnicity,proxy_term,khalid kassar,ans2,4,4
Race_ethnicity,proxy_term,khalid shakir,ans1,4,4
Race_ethnicity,proxy_term,khalid shakir,ans2,4,4
Race_ethnicity,proxy_term,khalil ware,ans1,4,4
Race_ethnicity,proxy_term,khalil ware,ans2,4,4
Race_ethnicity,proxy_term,latasha branch,ans0,4,4
Race_ethnicity,proxy_term,latasha branch,ans1,4,4
Race_ethnicity,proxy_term,latasha gaines,ans0,4,4
Race_ethnicity,proxy_term,latasha harris,ans0,4,4
Race_ethnicity,proxy_term,latasha harris,ans1,4,4
Race_ethnicity,proxy_term,latasha mosley,ans0,4,4
Race_ethnicity,proxy_term,latasha mosley,ans2,4,4
Race_ethnicity,proxy_term,latasha robinson,ans0,4,4
Race_ethnicity,proxy_term,latino guy,ans0,4,4
Race_ethnicity,proxy_term,latino guy,ans1,4,4
Race_ethnicity,proxy_term,latino one,ans0,4,4
Race_ethnicity,proxy_term,latino one,ans2,4,4
Race_ethnicity,proxy_term,latoya booker,ans1,4,4
Race_ethnicity,proxy_term,latoya dorsey,ans0,4,4
Race_ethnicity,proxy_term,latoya dorsey,ans2,4,4
Race_ethnicity,proxy_term,latoya gaines,ans0,4,4
Race_ethnicity,proxy_term,latoya mosley,ans2,4,4
Race_ethnicity,proxy_term,latoya washington,ans1,4,4
Race_ethnicity,proxy_term,latoya washington,ans2,4,4
Race_ethnicity,proxy_term,lori hansen,ans0,4,4
Race_ethnicity,proxy_term,lori hansen,ans1,4,4
Race_ethnicity,proxy_term,lori hanson,ans0,4,4
Race_ethnicity,proxy_term,lori hanson,ans2,4,4
Race_ethnicity,proxy_term,lori hoffman,ans2,4,4
Race_ethnicity,proxy_term,lori jensen,ans0,4,4
Race_ethnicity,proxy_term,lori jensen,ans1,4,4
Race_ethnicity,proxy_term,lori larson,ans1,4,4
Race_ethnicity,proxy_term,lori larson,ans2,4,4
Race_ethnicity,proxy_term,lori schmidt,ans1,4,4
Race_ethnicity,proxy_term,lori schmidt,ans2,4,4
Race_ethnicity,proxy_term,lori weber,ans0,4,4
Race_ethnicity,proxy_term,lori weber,ans2,4,4
Race_ethnicity,proxy_term,luis espinoza,ans0,4,4
Race_ethnicity,proxy_term,luis espinoza,ans1,4,4
Race_ethnicity,proxy_term,luis gutierrez,ans0,4,4
Race_ethnicity,proxy_term,luis gutierrez,ans1,4,4
Race_ethnicity,proxy_term,luis mejia,ans0,4,4
Race_ethnicity,proxy_term,luis mejia,ans1,4,4
Race_ethnicity,proxy_term,malachi branch,ans1,4,4
Race_ethnicity,proxy_term,malachi branch,ans2,4,4
Race_ethnicity,proxy_term,malachi dorsey,ans1,4,4
Race_ethnicity,proxy_term,malachi dorsey,ans2,4,4
Race_ethnicity,proxy_term,malachi jefferson,ans0,4,4
Race_ethnicity,proxy_term,malachi jefferson,ans2,4,4
Race_ethnicity,proxy_term,malachi washington,ans1,4,4
Race_ethnicity,proxy_term,malachi washington,ans2,4,4
Race_ethnicity,proxy_term,maribel maldonado,ans0,4,4
Race_ethnicity,proxy_term,maribel maldonado,ans1,4,4
Race_ethnicity,proxy_term,maribel mejia,ans1,4,4
Race_ethnicity,proxy_term,maribel mejia,ans2,4,4
Race_ethnicity,proxy_term,maribel munoz,ans0,4,4
Race_ethnicity,proxy_term,maribel munoz,ans2,4,4
Race_ethnicity,proxy_term,maribel rios,ans0,4,4
Race_ethnicity,proxy_term,maribel rios,ans2,4,4
Race_ethnicity,proxy_term,mark hoffman,ans0,4,4
Race_ethnicity,proxy_term,mark hoffman,ans1,4,4
